Meal_Type,Category,Food_Item,Calories (kcal),Protein (g),label_hasil
2,6,4,0.07636363636363636,0.8979591836734693,3
2,5,10,0.5018181818181818,0.9428571428571428,1
1,2,0,0.6672727272727272,0.9346938775510203,5
3,0,17,0.7545454545454545,0.6469387755102041,4
1,3,27,0.6545454545454545,0.5448979591836733,2
3,4,8,0.20909090909090908,0.6244897959183673,1
0,4,25,0.7090909090909091,0.8285714285714285,1
1,0,17,0.82,0.19387755102040816,4
1,4,25,0.5218181818181817,0.7551020408163265,1
0,1,7,0.8036363636363636,0.03061224489795918,0
0,0,15,0.19818181818181815,0.8999999999999999,4
1,1,16,0.7836363636363636,0.16530612244897958,0
3,5,24,0.018181818181818174,0.4673469387755101,1
3,3,3,0.9290909090909091,0.7285714285714285,2
1,0,33,0.9636363636363635,0.46122448979591835,4
1,5,24,0.8454545454545455,0.746938775510204,1
0,5,24,0.6472727272727272,0.7959183673469387,1
0,5,18,0.5345454545454545,0.4755102040816326,1
0,1,34,0.08727272727272728,0.07346938775510203,0
0,4,25,0.16545454545454544,0.810204081632653,1
1,0,15,0.16,0.5877551020408163,4
2,4,13,0.3745454545454545,0.31224489795918364,2
3,0,17,0.39454545454545453,0.5999999999999999,4
0,5,10,0.7963636363636364,0.42244897959183664,1
1,6,32,0.5709090909090909,0.563265306122449,3
2,0,17,0.8563636363636363,0.6897959183673468,4
2,6,26,0.7036363636363636,0.19183673469387755,3
0,6,6,0.9781818181818182,0.9306122448979591,3
2,0,17,0.7636363636363636,0.24693877551020407,4
0,2,31,0.5327272727272727,0.012244897959183671,5
2,6,30,0.4745454545454545,0.13673469387755102,3
0,5,10,0.6599999999999999,0.7877551020408162,1
0,0,17,0.52,0.28979591836734686,4
2,2,20,0.16545454545454544,0.38367346938775504,5
2,3,27,0.39636363636363636,0.7061224489795918,2
3,3,28,0.4309090909090909,0.8918367346938775,2
2,2,0,0.769090909090909,0.2530612244897959,5
3,0,15,0.5618181818181818,0.7285714285714285,4
3,6,32,0.6454545454545454,0.06326530612244897,3
1,0,17,0.5509090909090909,0.6571428571428571,4
1,4,25,0.8745454545454545,0.9367346938775509,1
2,6,32,0.21636363636363634,0.5857142857142856,3
0,0,11,0.5054545454545454,0.6387755102040815,4
0,5,10,0.2581818181818182,0.5857142857142856,1
3,0,15,0.054545454545454536,0.5673469387755101,4
0,4,8,0.23636363636363636,0.7061224489795918,1
2,5,18,0.2836363636363637,0.3306122448979591,1
0,2,31,0.9327272727272727,0.31224489795918364,5
3,5,18,0.5690909090909091,0.310204081632653,1
1,1,16,0.45272727272727264,0.32857142857142857,0
2,1,7,0.4545454545454545,0.9040816326530611,0
3,2,1,0.6781818181818181,0.3612244897959183,5
3,2,14,0.9018181818181817,0.11836734693877551,5
1,4,2,0.8545454545454545,0.3530612244897959,1
0,3,19,0.869090909090909,0.41428571428571426,2
2,0,17,0.9454545454545454,0.26734693877551013,4
2,2,20,0.9072727272727272,0.4897959183673469,5
0,0,21,0.06181818181818183,0.8061224489795917,4
3,3,28,0.7727272727272727,0.38775510204081626,2
1,3,27,0.24727272727272728,0.4408163265306122,2
3,0,33,0.7,0.8795918367346938,4
0,2,20,0.2654545454545455,0.4551020408163265,5
1,0,15,0.9799999999999999,0.23469387755102042,4
3,1,16,0.2109090909090909,0.6612244897959183,0
2,1,16,0.2981818181818182,0.22448979591836735,0
3,2,1,0.38363636363636366,0.5408163265306122,5
0,6,6,0.629090909090909,0.346938775510204,3
1,1,22,0.9127272727272727,0.45306122448979586,0
2,1,22,0.649090909090909,0.9040816326530611,0
0,3,28,0.2327272727272727,0.9795918367346937,2
1,0,33,0.9436363636363635,0.5244897959183673,4
1,2,14,0.11818181818181817,0.34897959183673466,5
0,1,7,0.74,0.4204081632653061,0
1,6,26,0.84,0.48571428571428565,3
1,3,19,0.38,0.7346938775510203,2
0,4,13,0.6218181818181818,0.05510204081632654,2
0,1,5,0.6327272727272727,0.5387755102040815,0
0,3,23,0.4618181818181818,0.20204081632653062,2
0,3,28,0.7799999999999999,0.910204081632653,2
3,2,0,0.02181818181818182,0.11428571428571427,5
1,4,25,0.6927272727272727,0.4816326530612245,1
1,3,23,0.21272727272727274,0.8448979591836734,2
1,3,23,0.5145454545454545,0.7816326530612243,2
1,1,7,0.6981818181818181,0.9224489795918367,0
1,0,17,0.5890909090909091,0.8285714285714285,4
2,4,29,0.7145454545454545,0.4285714285714285,1
3,4,2,0.052727272727272734,0.5857142857142856,1
0,6,32,0.6945454545454545,0.24693877551020407,3
3,0,17,0.9854545454545455,0.8122448979591835,4
0,6,4,0.2854545454545454,0.7122448979591836,3
3,1,16,0.001818181818181816,0.6142857142857142,0
3,6,4,0.7727272727272727,0.273469387755102,3
0,2,20,0.5509090909090909,0.6979591836734693,5
3,4,8,0.09272727272727271,0.273469387755102,1
1,0,33,0.64,0.44897959183673464,4
3,5,18,0.6818181818181818,0.3857142857142856,1
0,2,31,0.3654545454545455,0.14489795918367346,5
1,3,19,0.82,0.0653061224489796,2
0,2,0,0.8090909090909091,0.8755102040816325,5
3,4,2,0.3109090909090909,0.810204081632653,1
2,4,8,0.14181818181818182,0.793877551020408,1
1,3,19,0.1090909090909091,0.6306122448979591,2
2,0,15,0.3290909090909091,0.8224489795918366,4
3,5,18,0.24545454545454545,0.8775510204081631,1
3,3,23,0.4436363636363636,0.21020408163265306,2
2,5,18,0.07272727272727272,0.8591836734693877,1
1,0,11,0.6309090909090909,0.6632653061224489,4
2,4,13,0.6109090909090908,0.08775510204081632,2
1,3,28,0.47090909090909083,0.6448979591836734,2
3,4,8,0.8309090909090909,0.6040816326530611,1
1,3,27,0.2545454545454545,0.8877551020408162,2
3,1,5,0.36909090909090914,0.43061224489795913,0
3,2,0,0.06545454545454546,0.36326530612244895,5
1,5,10,0.6,0.47346938775510194,1
2,1,7,0.09272727272727271,0.3428571428571428,0
0,5,12,0.9690909090909091,0.9448979591836734,1
2,5,24,0.9454545454545454,0.9979591836734694,1
3,5,9,0.8345454545454545,0.1571428571428571,1
2,4,25,0.5054545454545454,0.3795918367346939,1
3,3,23,0.04000000000000001,0.683673469387755,2
3,5,9,0.5890909090909091,0.016326530612244896,1
1,1,16,0.7781818181818182,0.9551020408163263,0
1,5,10,0.7763636363636364,0.9306122448979591,1
1,4,13,0.769090909090909,0.22244897959183674,2
1,2,0,0.8127272727272727,0.6102040816326529,5
1,1,16,0.054545454545454536,0.12244897959183673,0
1,2,0,0.8454545454545455,0.48571428571428565,5
0,5,12,0.054545454545454536,0.346938775510204,1
2,6,30,0.009090909090909094,0.4897959183673469,3
3,2,31,0.6054545454545455,0.0653061224489796,5
1,0,15,0.24363636363636362,0.43061224489795913,4
0,4,2,0.7527272727272727,0.4428571428571428,1
0,1,16,0.46545454545454545,0.5918367346938774,0
1,6,6,0.7836363636363636,0.8693877551020408,3
1,2,14,0.7018181818181818,0.9326530612244898,5
1,6,4,0.26181818181818184,0.3306122448979591,3
2,1,34,0.1109090909090909,0.0653061224489796,0
0,3,23,0.3672727272727273,0.5897959183673468,2
1,4,2,0.42727272727272725,0.09795918367346938,1
2,3,3,0.8545454545454545,0.9326530612244898,2
0,2,0,0.7381818181818182,0.5795918367346938,5
0,0,15,0.10363636363636364,0.7612244897959182,4
1,3,3,0.9709090909090908,0.6285714285714286,2
1,0,15,0.12363636363636363,0.14081632653061224,4
2,4,25,0.8545454545454545,0.3938775510204081,1
2,6,32,0.9345454545454545,0.8959183673469386,3
0,5,9,0.10181818181818181,0.14489795918367346,1
3,4,2,0.08181818181818182,0.09591836734693877,1
3,6,26,0.6545454545454545,0.2755102040816326,3
2,0,17,0.07818181818181819,0.21632653061224488,4
3,2,20,0.88,0.32653061224489793,5
3,6,32,0.9436363636363635,0.5306122448979591,3
3,4,29,0.5236363636363636,0.26938775510204077,1
1,0,33,0.42727272727272725,0.7551020408163265,4
2,0,17,0.025454545454545452,0.0489795918367347,4
3,1,16,0.5690909090909091,0.22040816326530613,0
2,0,11,0.3218181818181818,0.4693877551020408,4
2,3,27,0.33818181818181814,0.32653061224489793,2
3,1,5,0.21636363636363634,0.9142857142857141,0
3,5,10,0.2981818181818182,0.23877551020408158,1
2,0,17,0.8509090909090908,0.16734693877551018,4
3,3,3,0.5509090909090909,0.9816326530612245,2
0,1,5,0.1527272727272727,0.012244897959183671,0
0,3,27,0.18363636363636363,0.23265306122448978,2
0,0,33,0.8563636363636363,0.8897959183673468,4
3,1,22,0.4,0.3224489795918367,0
1,0,17,0.13636363636363635,0.32653061224489793,4
1,1,22,0.4163636363636364,0.9816326530612245,0
1,3,3,0.14181818181818182,0.4285714285714285,2
2,4,8,0.4745454545454545,0.30204081632653057,1
1,3,23,0.19272727272727272,0.7061224489795918,2
3,3,3,0.4818181818181818,0.7897959183673469,2
0,1,16,0.37636363636363634,0.7673469387755102,0
0,0,33,0.4490909090909091,0.08571428571428572,4
0,1,34,0.7127272727272727,0.3142857142857142,0
0,0,17,0.7745454545454545,0.3918367346938775,4
3,2,20,0.9272727272727271,0.35510204081632646,5
1,0,33,0.6345454545454545,0.2591836734693877,4
2,6,32,0.6218181818181818,0.5816326530612245,3
3,6,4,0.04727272727272727,0.6591836734693877,3
3,1,34,0.7472727272727272,0.26530612244897955,0
1,2,1,0.4490909090909091,0.6755102040816326,5
1,4,8,0.26363636363636367,0.03469387755102041,1
3,6,30,0.43999999999999995,0.6469387755102041,3
3,0,11,0.5345454545454545,0.12244897959183673,4
0,4,29,0.6672727272727272,0.8346938775510203,1
2,0,21,0.19636363636363638,0.024489795918367346,4
2,2,0,0.21818181818181817,0.9204081632653061,5
3,4,29,0.02181818181818182,0.3081632653061224,1
3,4,2,0.7181818181818181,0.17346938775510204,1
1,6,30,0.24727272727272728,0.6979591836734693,3
1,4,13,0.4163636363636364,0.8591836734693877,2
3,5,12,0.44545454545454544,0.8244897959183672,1
2,2,14,0.7345454545454545,0.024489795918367346,5
3,4,8,0.012727272727272726,0.4816326530612245,1
0,1,16,0.3981818181818182,0.9367346938775509,0
0,0,17,0.9690909090909091,0.2061224489795918,4
3,4,8,0.007272727272727264,0.9142857142857141,1
3,6,26,0.40727272727272723,0.9877551020408162,3
0,4,29,0.9581818181818181,0.4122448979591836,1
3,0,21,0.6781818181818181,0.7265306122448979,4
0,5,9,0.054545454545454536,0.41632653061224484,1
2,4,13,0.052727272727272734,0.14285714285714285,2
2,1,22,0.03636363636363635,0.24897959183673465,0
0,2,0,0.2672727272727272,0.08571428571428572,5
0,4,2,0.35818181818181816,0.5857142857142856,1
2,2,20,0.20545454545454547,0.43877551020408156,5
2,6,26,0.8636363636363636,0.5653061224489795,3
0,2,31,0.5763636363636363,0.8224489795918366,5
1,0,21,0.9799999999999999,0.9285714285714285,4
0,1,16,0.72,0.36326530612244895,0
0,0,11,0.6963636363636363,0.273469387755102,4
3,4,29,0.5945454545454545,0.7285714285714285,1
1,0,33,0.10727272727272727,0.6714285714285714,4
1,4,25,0.9363636363636364,0.9346938775510203,1
3,3,28,0.07999999999999999,0.346938775510204,2
0,1,5,0.8363636363636363,0.12653061224489795,0
0,6,30,0.5690909090909091,0.5510204081632653,3
3,3,27,0.22545454545454544,0.3918367346938775,2
1,4,29,0.6818181818181818,0.45306122448979586,1
3,0,15,0.3654545454545455,0.3897959183673469,4
2,1,16,0.4163636363636364,0.7387755102040816,0
0,4,2,0.7963636363636364,0.2183673469387755,1
1,6,6,0.16,0.7285714285714285,3
0,1,22,0.4818181818181818,0.8163265306122448,0
2,0,15,0.11818181818181817,0.4999999999999999,4
1,5,24,0.5309090909090909,0.836734693877551,1
0,0,17,0.5872727272727273,0.373469387755102,4
1,0,17,0.4945454545454545,0.19183673469387755,4
0,0,33,0.5581818181818181,0.08367346938775509,4
0,5,9,0.6163636363636363,0.008163265306122446,1
2,0,33,0.7963636363636364,0.5510204081632653,4
1,2,31,0.13454545454545455,0.3204081632653061,5
2,2,20,0.8745454545454545,0.9591836734693877,5
3,3,3,0.07818181818181819,0.12653061224489795,2
0,1,5,0.9945454545454545,0.6326530612244897,0
0,3,19,0.5690909090909091,0.6387755102040815,2
3,4,2,0.025454545454545452,0.8632653061224488,1
0,5,10,0.9872727272727272,0.7265306122448979,1
3,4,2,0.869090909090909,0.4428571428571428,1
0,0,15,0.28727272727272724,0.736734693877551,4
2,3,19,0.7709090909090909,0.5816326530612245,2
2,3,3,0.8745454545454545,0.5857142857142856,2
0,6,32,0.7254545454545455,0.8244897959183672,3
1,4,25,0.10181818181818181,0.4693877551020408,1
1,4,29,0.6472727272727272,0.07551020408163266,1
3,0,11,0.5909090909090908,0.8081632653061224,4
0,3,3,0.1690909090909091,0.2959183673469387,2
0,1,34,0.1527272727272727,0.2816326530612245,0
2,0,11,0.07272727272727272,0.7795918367346939,4
2,1,22,0.4763636363636363,0.2816326530612245,0
2,6,26,0.6363636363636364,0.9163265306122448,3
2,3,19,0.6799999999999999,0.5612244897959183,2
1,2,0,0.9854545454545455,0.9714285714285713,5
2,2,20,0.5690909090909091,0.5775510204081632,5
2,1,7,0.6,0.31224489795918364,0
1,2,0,0.21636363636363634,0.6448979591836734,5
1,3,27,0.6509090909090909,0.21428571428571427,2
1,5,18,0.35090909090909095,0.5897959183673468,1
1,3,27,0.33999999999999997,0.12244897959183673,2
0,3,28,0.9600000000000001,0.6714285714285714,2
2,4,25,0.9163636363636364,0.620408163265306,1
0,3,27,0.6854545454545454,0.5081632653061223,2
2,3,19,0.14181818181818182,0.6510204081632652,2
1,4,8,0.9218181818181818,0.1510204081632653,1
3,6,4,0.5781818181818181,0.7102040816326529,3
2,0,11,0.4181818181818181,0.8918367346938775,4
1,6,4,0.769090909090909,0.7632653061224489,3
2,0,11,0.4290909090909091,0.15306122448979592,4
2,4,29,0.06727272727272726,0.40612244897959177,1
3,1,22,0.9672727272727272,0.04285714285714286,0
3,0,33,0.5818181818181818,0.6061224489795918,4
1,2,14,0.3981818181818182,0.8857142857142856,5
1,3,27,0.32727272727272727,0.5122448979591836,2
2,2,31,0.31999999999999995,0.6816326530612243,5
0,0,21,0.7036363636363636,0.006122448979591837,4
0,5,12,0.2854545454545454,0.8510204081632653,1
3,3,23,0.6,0.346938775510204,2
1,6,26,0.24545454545454545,0.044897959183673466,3
0,6,30,0.4563636363636363,0.8775510204081631,3
0,6,32,0.8963636363636364,0.9530612244897959,3
0,6,6,0.3145454545454546,0.6632653061224489,3
3,3,3,0.8545454545454545,0.693877551020408,2
2,1,16,0.9909090909090909,0.7326530612244897,0
0,3,19,0.8327272727272726,0.9204081632653061,2
3,5,10,0.9890909090909091,0.08571428571428572,1
0,5,10,0.28,0.7142857142857142,1
3,5,10,0.8290909090909091,0.0489795918367347,1
0,5,9,0.9345454545454545,0.4510204081632653,1
0,0,33,0.82,0.3612244897959183,4
1,1,22,0.9690909090909091,0.7285714285714285,0
2,3,3,0.04727272727272727,0.08163265306122448,2
1,5,24,0.5145454545454545,0.8632653061224488,1
3,6,30,0.11636363636363636,0.8244897959183672,3
